id,normalized_text,year,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
3fba0177-745c-4498-8da2-596b7aad8988,"Motie-Van Tongeren/Van Veldhoven over geen nieuwe vergunningen voor kolencentrales gehoord de beraadslaging, constaterende, dat de reeds verstrekte vergunningen voor nieuwe kolencentrales volgens de advocaat-generaal van het Europese Hof in strijd zijn met de Europese luchtkwaliteitsnormen; overwegende, dat de bouw van nieuwe kolencentrales in Nederland haaks staat op de bindende Europese klimaat- en energiedoelstellingen; verzoekt de regering om in de toekomst geen nieuwe vergunningen voor kolencentrales meer te verlenen,",2011,1,1,2,1,2,1,1
ee5a0a7c-5f11-497e-b972-a4600086c7f6,"Motie Samsom over het vaststellen van de luchtkwaliteit gehoord de beraadslaging, constaterende, dat het Besluit gevoelige bestemmingen de bouw van scholen en andere gevoelige bestemmingen verbiedt binnen 300 meter van een snelweg of 50 meter van een provinciale weg wanneer de grenswaarden voor luchtkwaliteit worden overschreden; constaterende, dat gemeenten bij het vaststellen van de luchtkwaliteit gebruik maken van gemiddelden over plaats en tijd om zo binnen de grenswaarden te kunnen blijven; constaterende, dat er op deze wijze toch scholen en andere gevoelige bestemmingen worden gebouwd op plaatsen met te veel luchtvervuiling; verzoekt de regering ervoor zorg te dragen dat bij het vaststellen van de luchtkwaliteit op deze gevoelige bestemmingen rekening wordt gehouden met de werkelijke verblijfsplaatsen en tijden van personen, zodat de luchtvervuiling niet alleen rekenkundig, maar ook daadwerkelijk binnen de daarvoor vastgestelde normen blijft,",2011,1,1,2,1,4,1,1
0f1f6798-894b-4800-8bc9-05f22536ce75,"Motie Paulus Jansen over beperking van de verplichte bovenafdichting afvalstortplaatsen gehoord de beraadslaging, overwegende, dat langdurige nazorg van vuilstortplaatsen bij duurzaam stortbeheer noodzakelijk blijft vanwege het nog aanwezige verontreinigingpotentieel; overwegende, dat een uitstel van de eindafwerking van de afvalstortplaatsen met tien jaar ten koste kan gaan van de verdere ontwikkeling en innovatie van bewezen technieken, zoals stortgassystemen en bovenafdichtingsconstructies; overwegende, dat daarmee tevens de herontwikkeling van afvalstortplaatsen tien jaar stil komt te liggen, met mogelijk negatieve effecten op de leefomgeving en economische activiteiten; van mening, dat de voorgenomen proefnemingen niet ten koste mogen gaan van de voortzetting en innovatie van het huidige succesvolle beleid; verzoekt de regering de ontheffing van het wettelijk verplicht aanbrengen van een bovenafdichting bij afvalstortplaatsen, zoals voorgesteld in het onderdeel Introductie Duurzaam Stortbeheer van het ontwerpbesluit, te beperken tot de vier aangewezen proeflocaties,",2012,3,1,2,1,3,2,1
3e3151c4-5bd7-4fec-8686-29824e452c50,"Motie van de leden Klaver en Jacobi over provinciale herijkingen van de ehs gehoord de beraadslaging, overwegende dat: – het kabinet inzet op een robuuste ecologische hoofdstructuur waarbij internationale doelen leidend zijn; – het kabinet de ambitie herstelt om te komen tot een robuust netwerk van natuurgebieden dat de ruggengraat vormt van het beleid om de biodiversiteit op peil te houden; – de staatssecretaris van Economische Zaken voornemens is om met provincies afspraken te maken om gronden optimaal in te zetten voor het realiseren van robuuste natuurgebieden; – sommige provincies bezig zijn met herijking van de ehs en daarbij de natuurbestemming op de grond kan vervallen; verzoekt de regering, de provincies zo spoedig mogelijk mee te delen dat herijkingen in provincies niet mogen plaatsvinden zolang de nieuwe natuurambities van het Rijk nog niet zijn vastgesteld,",2012,1,1,1,1,3,2,1
2dec5803-fc8e-4a54-b2af-bea326ed0904,"Motie Van Gerven over de verkoop van bestaande natuur gehoord de beraadslaging, overwegende dat vanaf 2014 geen eigen bijdrage voor het beheer buiten de ecologische hoofdstructuur wordt verstrekt en Staatsbosbeheer is gevraagd, deze gronden in beginsel te verkopen; spreekt uit dat verkoop van bestaande natuur onwenselijk is omdat het strijdig is met het publiek belang,",2012,1,2,1,1,3,1,1
706e8e93-95e8-4a6a-95aa-9faa58996c2a,"Motie van het lid Thieme over vermindering van de Nederlandse binnenlandse emissie van broeikasgassen gehoord de beraadslaging, overwegende dat klimaatverandering en eindige fossiele energievoorraden tot de meest omvangrijke problemen van de komende decennia behoren; constaterende dat Nederland in het kader van het VN-klimaatverdrag als verplichting heeft aanvaard om te voorkomen dat de aarde meer dan 2° C opwarmt en daartoe de uitstoot van broeikasgassen fors te reduceren; verzoekt de regering, al die maatregelen te treffen die nodig zijn om te zorgen dat per 2020 de Nederlandse (binnenlandse) emissie van broeikasgassen daadwerkelijk met 40% zal zijn verminderd ten opzichte van de Nederlandse emissies in 1990,",2012,1,3,3,2,1,2,1
a1cf0ab9-10e0-4850-bb4b-778012f0b2d8,"Motie Ouwehand over het niet meer stimuleren van de productie en import van palmolie gehoord de beraadslaging, constaterende dat als gevolg van de zoektocht naar goedkope grondstoffen nu op grote schaal palmolie wordt geproduceerd en geïmporteerd; constaterende dat voor de productie van palmolie in hoog tempo regenwoud en veenbossen worden gekapt, en dat de vraag naar palmolie leidt tot landjepik en vervuiling van rivieren met zware gifstoffen; constaterende dat duurzame palmolie een fabeltje is om het geweten van bedrijven, consumenten en overheden te sussen, en dat dit fabeltje zelfs deels gefinancierd wordt door de belastingbetaler; verzoekt de regering, de productie en import van palmolie niet langer te stimuleren en/of te faciliteren, maar in plaats daarvan in te zetten op de teelt van oliehoudende gewassen door de Nederlandse boer,",2012,2,1,1,1,4,2,1
efe2f077-618d-4c8b-8d15-4b70fa27ad68,"Motie van het lid Graus over opsporing en handhaving gehoord de beraadslaging, verzoekt de regering, naast een ketengerichte aanpak voor het terugdringen van illegale gewasbeschermingsmiddelen, over te gaan tot een zowel kwalitatief als kwantitatief betere opsporing en handhaving middels keiharde aanpak van overtreders die de volks- en diergezondheid in gevaar brengen,",2012,1,1,1,1,3,1,1
da94fd77-9f93-4f6d-9aed-49271fd7331d,"Motie van het lid Dik-Faber over een financiële onderbouwing van de Kaderrichtlijn Water gehoord de beraadslaging, overwegende dat de regering in 2013 de Kamer nader informeert over de implementatie van de Kaderrichtlijn Water; verzoekt de regering, bij de uitwerking van de implementatie van de Kaderrichtlijn Water ook met een financiële onderbouwing te komen,",2012,3,1,1,1,2,1,1
e2d5bf33-45f8-4103-b7dd-19268cb90ac9,"Motie Van Veldhoven/Van Tongeren over advies aan de ECN gehoord de beraadslaging, overwegende dat de hoge subsidiegrens voor zonthermische energie veel projecten blokkeert; verzoekt de regering, ECN om advies te vragen over de effecten van een verlaging van de subsidiegrens voor zonthermische systemen,",2012,3,1,2,1,1,1,1
62c9c5ed-e419-498e-a00f-afebf3a7ec33,"Motie Ouwehand over een nieuwe stikstofaanpak gehoord de beraadslaging, constaterende, dat Nederland via internationale verdragen verplicht is, het uitsterven van soorten binnen Nederland te voorkomen en via Europese verdragen verslechtering van Europese natuurwaarden te voorkomen; constaterende, dat 80% van de Nederlandse natuur in een ongunstige staat verkeert, waarbij het tegengaan van verdere verslechtering volgens het Planbureau voor de Leefomgeving al niet gewaarborgd is en het realiseren van herstel al helemaal onzeker is; constaterende, dat de al jaren veel te hoge neerslag van stikstof een van de grootste bedreigingen vormt voor het behoud van waardevolle natuur en een krimp van de veestapel de enige oplossing is voor dit probleem; constaterende, dat de Programmatische Aanpak Stikstof (PAS) het stikstofprobleem niet bij de bron aanpakt; constaterende, dat veehouderijen verplicht moeten investeren in emissiebeperkende maatregelen, terwijl er geen enkele zekerheid bestaat over de juridische houdbaarheid van de PAS, de toegezegde uitbreidingsmogelijkheden en de gevolgen voor de individuele boer, zeker niet na 2017; concluderende, dat de huidige Programmatische Aanpak Stikstof van de regering gedoemd is te mislukken en dat de gevolgen voor de natuur, de boeren en de belastingbetaler zeer ernstig zullen zijn; wijst de huidige Programmatische Aanpak Stikstof af; roept de regering op te komen tot een stikstofaanpak die wel zorgt voor een gezonde natuur en duidelijkheid voor de boeren, zonder grote juridische en financiële onzekerheden, , 2011–2012, 32 670, 41 1",2012,2,2,4,1,4,2,2
abe71214-1697-4d10-bfca-6e189eb8380c,"Motie Paulus Jansen over een gratis energielabel bij gebreken gehoord de beraadslaging, overwegende dat de kwaliteit van energielabels de afgelopen jaren verbeterd is; overwegende dat desondanks bij steekproefsgewijze controle een klein deel van de labels wordt afgekeurd; van mening dat het vertrouwen van de consument staat of valt bij de kwaliteit; verzoekt de regering om, wettelijk te verankeren dat de leverancier van een label te allen tijde verplicht is om gratis een verbeterd label ter beschikking te stellen bij gebleken gebreken,",2012,2,1,2,1,1,1,1
bfd6610a-1da6-4d07-8f54-2368ec72c62e,"Motie Jacobi en Van Veldhoven over een adviesaanvraag aan de Raad van State gehoord de beraadslaging, overwegende, dat de Programmatische Aanpak Stikstof (PAS) noodzakelijk is om in en rond kwetsbare natuurgebieden de natuurkwaliteit te verbeteren en de economie niet op slot te zetten; overwegende, dat de PAS nu beoordeeld wordt door de Raad van State; overwegende, dat het nodig is om, indien de Raad van State in zijn voorlichting kritisch is over de PAS, deze te verbeteren; overwegende, dat er bij de Raad van State twijfels zouden bestaan omtrent de afdwingbaarheid, de mate van milieuverbetering ten opzichte van het uiteindelijke doel en de timing van de toedeling van de ontwikkelruimte voordat deze gerealiseerd is; verzoekt de regering de Raad van State te vragen om te adviseren welke verbeteringen in de vorm van bijvoorbeeld een oplevertoets noodzakelijk zijn om de toets der kritiek te kunnen doorstaan,",2012,2,1,1,1,3,1,1
9d5b206b-a2a0-4432-aa13-e820860ff3ff,"Motie van het lid Hachchi over de financiële gevolgen van ""piping"" gehoord de beraadslaging, constaterende dat uit recent onderzoek blijkt dat de faalkans van rivierdijken op zandgronden groter is dan gedacht door «piping»; constaterende dat onzeker is wat de financiële gevolgen zijn van «piping» voor de lopende en toekomstige versterkingen van waterkeringen; overwegende dat de komende maanden de financiële gevolgen van het regeerakkoord op zowel infrastructuur- als waterwerken worden uitgewerkt; overwegende dat een tegenvaller van minimaal 1 miljard euro hierbij van belang is; verzoekt de regering, zo snel mogelijk een onderzoek te starten naar de financiële gevolgen van «piping» voor toekomstige projecten, zoals het nieuwe Hoogwaterbeschermingsprogramma, dit mee te nemen in de toewijzing van kortingen en de Kamer hierover voor 1 maart 2013 te informeren,",2012,4,1,3,1,2,2,1
835d4cb8-6bc3-46cf-af82-86804d48f334,"Motie van de leden Jadnanansing/Dekken over subsidie voor openstelling van monumenten voor publiek gehoord de beraadslaging, overwegende dat het behoud van monumentaal cultureel erfgoed een maatschappelijke waarde vertegenwoordigt, en het onderhoud voor een groot deel uit publieke middelen via het Brim gefinancierd wordt; overwegende dat voor publieke financiering ook publieke diensten verwacht mogen worden, bijvoorbeeld dat de monumenten door openstelling ook te bezoeken zijn; overwegende dat openstelling voor publiek kosten en verantwoordelijkheden voor de beheerder met zich brengt; verzoekt de regering, monumenten die voldoen aan een minimale openstelling van 200 dagen per jaar een hoger subsidiepercentage toe te kennen,",2012,4,2,1,1,1,1,1
2231c922-434a-49cd-900b-52f27b383ca4,"Motie van Tongeren/Van Veldhoven over onderzoek naar alle kosten en baten van belastingvrij salderen gehoord de beraadslaging, constaterende, dat veel boeren, verenigingen van eigenaren en energiecoöperaties hun zelfopgewekte stroom belastingvrij willen salderen; verzoekt de regering, te laten onderzoeken wat alle kosten en baten zijn van belastingvrij salderen voor decentrale duurzame energie-initiatieven van boeren en groepen burgers,",2012,4,1,2,1,1,1,1
9ce0269e-0803-4e05-af72-03d4041a5823,"Motie van de leden Van Veldhoven en Leegte over een gemeenschappelijk referentiekader voor het vaststellen van een nettarief gehoord de beraadslaging, constaterende dat er in steeds grotere mate sprake is van een geïntegreerde regionale markt voor energie in Nederland, België, Frankrijk, Luxemburg en Duitsland, waardoor Nederland bijvoorbeeld vorig jaar voor 30% van de tijd nettostroomimporteur was; overwegende dat hierdoor de knelpunten en investeringen op het elektriciteitsnet van ieder land steeds nadrukkelijker grensoverschrijdende gevolgen hebben voor buurlanden, terwijl per land de kosten verhaald moeten worden; verzoekt de regering, in overleg te treden met onze buurlanden over een gemeenschappelijk referentiekader voor het vaststellen van een nettarief, om regionaal een gelijk speelveld te bieden aan producenten en afnemers van stroom,",2013,4,1,2,1,1,1,1
82d3bfe2-a8d7-4ac0-a02c-05528c8cfebe,"Motie van het lid Klaver c.s. over verbeteren van de informatievoorziening gehoord de beraadslaging, overwegende dat bewoners slecht geïnformeerd worden over de gaswinning en de mogelijke effecten daarvan op de bodemgesteldheid en de veiligheid; constaterende dat bewoners niet op de hoogte waren van de verdubbeling van de gaswinning van 20 tot 30 miljard m3 naar 45 tot 50 miljard m3 sinds 2000; overwegende dat de ongerustheid van bewoners verder wordt aangewakkerd door een gebrek aan transparantie van de overheid en de NAM; verzoekt de regering, de informatievoorziening aan bewoners en bedrijven te verbeteren en de Kamer te informeren hoe zij dit wil vormgeven,",2013,1,2,2,1,2,1,3
6d7f91cd-e386-4c2f-9c5d-2fed2d30286a,"Motie van de leden Geurts c.s. over een nieuw voorstel voor een systeem van flexibele gebruiksnormen voor stikstof gehoord de beraadslaging, constaterende dat de Nitraatrichtlijn ruimte biedt voor beleid dat meer dan nu afgestemd is op de goede landbouwpraktijk van de individuele ondernemer; constaterende dat het vaststellen van gebruiksnormen voor de akkerbouw volledig losstaat van het al dan niet verkrijgen van derogatie voor graslandbedrijven; verzoekt de regering, samen met de sector te komen tot een nieuw voorstel waarin bevorderd wordt een systeem van flexibele gebruiksnormen voor stikstof en waarmee kan worden voorzien in een optimale mineralenvoorziening voor plantaardige teelten,",2013,2,1,1,1,2,1,1
0d8ca957-b0d8-4e59-9f27-52a00d5e6015,"Motie van het lid Van Veldhoven over het energiebesparingsfonds gehoord de beraadslaging, constaterende dat in het Woonakkoord een revolverend fonds voor energiebesparing in de gebouwde omgeving van 150 miljoen, aangevuld met middelen vanuit de markt, wordt aangekondigd; overwegende dat een energiebesparingsfonds de werkgelegenheid in de bouw bevordert en de energierekening voor consumenten verlaagt; verzoekt de regering om, dit najaar het energiebesparingsfonds van start te laten gaan en de gevolgen hiervan te verwerken in de begroting 2014,",2013,4,1,1,1,1,1,1
4aa8d53a-10bb-4b20-b337-62708489463b,"Motie van het lid Ouwehand over ambitieus beleid voor de transitie naar duurzame energie gehoord de beraadslaging, overwegende dat klimaatverandering en eindige fossiele energievoorraden tot de meest omvangrijke problemen van de komende decennia behoren; constaterende dat Nederland in het kader van het VN-klimaatverdrag als verplichting heeft aanvaard om te voorkomen dat de aarde meer dan 2°C opwarmt en daartoe de uitstoot van broeikasgassen fors te reduceren; overwegende dat het energieakkoord van de Sociaal Economische Raad (SER) en maatschappelijke partijen onvoldoende handvatten biedt om aan deze uitdagingen tegemoet te komen; van mening dat het tegengaan van klimaatverandering en biodiversiteitsverlies en het bevorderen van energiezekerheid verantwoordelijkheden zijn van de regering; verzoekt de regering, geen genoegen te nemen met het SER-energieakkoord en zelf ambitieus beleid te ontwikkelen voor een werkelijke transitie naar duurzame energie,",2013,1,3,3,2,2,2,1
ea6ca52a-0d79-4b89-aafe-f3caa97885ae,"Motie van het lid Van Gerven over ondersteunen van veehouders in crisissituaties gehoord de beraadslaging, gehoord de beraadslaging, overwegende dat het Europees Parlement het amendement-Dantin ( 144) heeft aangenomen teneinde veehouders in crisissituaties te ondersteunen die hun melkproductie met ten minste 5% verminderen, waarbij dit wordt betaald door de melkveehouders die hun productie met 5% verhogen, een heffing op te leggen, en waarbij de eerste groep voorrang gegeven kan worden bij interventiemaatregelen; overwegende dat hevige prijsschommelingen van de melkprijs een reële optie zijn en dat enige bescherming tegen heftige prijsschommelingen daarmee wenselijk zou zijn; overwegende dat deze maatregel kosteloos is voor de belastingbetaler; overwegende dat het aangenomen amendement nu in de triloog besprekingen over de toekomst van het Gemeenschappelijk Landbouwbeleid meegenomen wordt; verzoekt de regering, dit verzoek van het Europees Parlement een kans te geven en het voorstel niet te blokkeren,",2013,4,1,1,1,1,2,1
1026cba5-bbb5-4601-b163-f44d171a04e3,"Motie van de leden Remco Dijkstra en Jacobi over vergroten van de pakkans en verhogen van de boetes gehoord de beraadslaging, overwegende dat er sprake is van illegale olielozingen door de doorgaande scheepsvaart op de Noordzee en dat dit milieuschade tot gevolg heeft; constaterende dat de pakkans gering is; constaterende dat boetes voor illegale olielozingen voor de Nederlandse kust lager liggen dan in omringende landen; roept de regering op, de pakkans van overtreders te vergroten, alsmede de boetes voor dergelijke overtredingen te verhogen,",2013,1,1,1,1,2,1,1
1d6ba237-2a19-4289-860e-a4fa363d08ed,"Motie van de leden Klaver en Thieme over vergroening van de voedselproductie gehoord de beraadslaging, constaterende dat de regering 25 miljoen bezuinigt op het stimuleren van duurzame veehouderij; overwegende dat de ontwikkeling van duurzame voedselproductie essentieel is voor milieu en dierenwelzijn; overwegende dat de regering door middel van belastingmaatregelen vergroening van de voedselproductie kan stimuleren en dat het ministerie van Financiën en het ministerie van Economische Zaken deze maatregelen in gezamenlijkheid kunnen ontwerpen; verzoekt de regering, een visie aan de Kamer te sturen met betrekking tot de vergroening van de voedselproductie en de wijze waarop belastingmaatregelen hier invloed op zouden kunnen oefenen,",2013,3,2,1,1,2,1,1
7734185b-c4ac-432f-9836-452c2e049e7c,"Motie van het lid Smaling over een studie naar verkleining van de veestapel gehoord de beraadslaging, overwegende dat de regering bij brief van januari 2013 (33 322, 8) drie opties laat doorrekenen om het mestoverschot te reguleren; constaterende dat de optie «minder dieren» daar geen deel van uitmaakt; constaterende dat in 2010 het Landbouw-Economisch Instituut een quick scan rond dit onderwerp heeft uitgebracht; overwegende dat voor een juiste afweging van alle opties, die ook recht doet aan maatschappelijke onrust, een grondige analyse van deze optie wenselijk is; verzoekt de regering, PBL, LEI en RIVM een integrale studie te laten verrichten waarin de mogelijke economische schade als gevolg van een eventuele verkleining van de veestapel wordt afgezet tegen alternatieve economische activiteiten en de maatschappelijke en ecologische winst die het kan opleveren,",2013,4,1,3,1,2,1,2
11277980-e3df-4611-9a13-b13665da0ae0,"Motie van het lid Van Tongeren over zelflevering gehoord de beraadslaging, overwegende dat zelflevering – waarbij geen energiebelasting verschuldigd is over zelf geproduceerde elektriciteit – goed is voor draagvlak, innovatie en de ontwikkeling van decentrale opwekking; overwegende dat zelflevering beperkt kan worden tot coöperatieve installaties die via kleinverbruikersaansluiting of in het regionale net uitsluitend voor eigen energiegebruik energie produceren. zodat ongecontroleerde belastingderving door de overheid wordt voorkomen; verzoekt de regering, de mogelijkheid van zelflevering, met inachtneming van genoemde beperkingen, mogelijk te maken door de artikelen 47, 50 en 63 van de Wet belastingen op milieugrondslag te wijzigen,",2013,4,1,1,2,1,1,1
49fe093c-d7e7-42f3-b6d6-1a4acc3bda37,"Motie van de leden Van Tongeren en Van Gerven over een financiële bijdrage voor extra inspecties gehoord de beraadslaging, overwegende dat een chemiebedrijf dat vanwege geconstateerde ernstige veiligheidsproblemen extra inspecties krijgt, een groot beslag legt op de inspectiecapaciteit; verzoekt de regering om, het mogelijk te maken dat bij Brzo-chemiebedrijven die vanwege geconstateerde ernstige veiligheidsproblemen extra inspecties krijgen, een financiële bijdrage gevraagd kan worden voor deze extra inspecties,",2013,2,1,1,1,2,1,1
9ed4c3a7-2b1a-4f15-beb5-5d8ef0b79a92,"Motie van het lid Van Veldhoven over geen groei van bijmenging eerstegeneratiebiobandstoffen gehoord de beraadslaging, constaterende dat er bij de onderhandelingen over de regels voor het gebruik van biobrandstoffen in Europa verdeeldheid bestaat over een plafond voor bijmenging van eerstegeneratiebiobrandstoffen; overwegende dat uit nationale en internationale studies naar de eerstegeneratiebiobrandstoffen, of «conventionele biobrandstoffen», blijkt dat deze een hoge indirecte uitstoot van CO2 veroorzaken; van mening dat voor een verduurzaming van de brandstofmix, de afbouw van deze biobrandstoffen noodzakelijk is; verzoekt de regering, in de verdere onderhandelingen in de Europese Raad niet in te stemmen met een uitkomst zonder een plafond dat een verdere groei van het percentage bijmenging van conventionele (eerstegeneratie)biobrandstoffen uitsluit, en te blijven pleiten voor het meewegen van de indirecte CO2-uitstoot van brandstoffen,",2013,1,1,3,1,2,1,1
650fada6-1dc8-49b7-a641-9d4ed78b130e,"Motie van het lid Ouwehand over een plan van aanpak voor het gebruik van azolen gehoord de beraadslaging, verzoekt de regering, een plan van aanpak te presenteren waarmee het gebruik van azolen binnen en buiten de landbouw binnen een periode van drie jaar zeer drastisch teruggebracht zal worden,",2013,1,1,1,1,2,2,1
0986d08a-b4c6-4dc8-9bb1-a8c7b35b68e4,"Motie van het lid Van Gerven over onafhankelijke controle gehoord de beraadslaging, overwegende dat het Kennisinstituut Duurzaam Verpakken controlerende en monitorende taken uitoefent die grote consequenties hebben voor het slagen van het afvalbeleid, maar een privaat gefinancierd orgaan is dat voor 100% gefinancierd wordt door de verpakkende industrie waarop het moet toezien en die het moet monitoren; van mening dat elke schijn van belangenverstrengeling voorkomen moet worden en de bescherming van natuur, milieu en volksgezondheid altijd voorop moet staan; verzoekt de regering, een einde te maken aan de huidige opzet waarin het Kennisinstituut zijn controlerende taken uitvoert en deze taken terug te nemen en onafhankelijk te organiseren,",2013,1,2,1,1,2,1,3
b6b651c4-02cb-4759-9a05-a275681d5ed0,"Motie van het lid Van Gerven over een fosfaatnotitie gehoord de beraadslaging, overwegende dat door de sluiting van Thermphos de enige fosforproducent binnen de Europese Unie is weggevallen; overwegende dat fosfor een cruciaal element is voor onder meer de voedselketen; overwegende dat de Grondstoffennotitie van het kabinet-Rutte I nog geen rekening hield met de strategische effecten van het wegvallen van Thermphos; verzoekt de regering om, in een fosfaatnotitie aan te geven op welke wijze de ambities rond het hergebruik van fosfaat, zoals geformuleerd in de Grondstoffennotitie, in de nieuw ontstane situatie gerealiseerd kunnen worden,",2013,2,1,1,3,1,1,1
aac8ae06-ee96-4ad3-a46d-e690ed814efb,"Motie Ouwehand over intrekken van het verzoek tot derogatie van de Nitraatrichtlijn gehoord de beraadslaging, constaterende dat Nederland onverminderd kampt met een mestoverschot en niet aan de waterkwaliteitsnormen voldoet vanwege de aanhoudende uitspoeling van mest; overwegende het belang van gezonde bodems en een goede oppervlaktewaterkwaliteit; verzoekt de regering, het verzoek tot derogatie van de Nitraatrichtlijn in te trekken,",2013,1,1,2,1,3,1,1
8d377cc2-d252-45ca-b1f6-404cfe362c1f,"Motie van de leden Leenders en Van Veldhoven over zo hoogwaardig mogelijk hergebruik van afval gehoord de beraadslaging, overwegende dat het zo hoogwaardig mogelijk hergebruiken van afval het beste is voor het milieu; constaterende dat er door de overcapaciteit van verbrandingsovens en de daardoor veroorzaakte lage prijzen druk ontstaat om afval niet hoogwaardig te gebruiken maar te verbranden; constaterende dat een deel van die overcapaciteit gebruikt kan worden om buitenlands afval te verbranden dat anders wellicht gestort zou worden; verzoekt de regering om, in kaart te brengen wat de omvang van de overcapaciteit is, hoelang deze naar verwachting nog aanhoudt en in hoeverre deze capaciteit deels te gebruiken is om buitenlands afval te verbranden, zodat die landen in de tussentijd investeren in recyclingscapaciteit; verzoekt de regering tevens om, in kaart te brengen welke prikkels er gebruikt kunnen worden om afval zo hoogwaardig mogelijk te hergebruiken, waarbij tevens in kaart wordt gebracht wat de financiële effecten voor de aandeelhouders van afvalverbrandingsinstallaties zijn,",2013,2,1,1,1,2,1,1
45496b8b-7b6e-4c7d-87ab-8776dcd87eb4,"Motie van het lid Thieme over het oormerken van onderzoeksbudgetten gehoord de beraadslaging, verzoekt de regering, ten minste 5% van de Nederlandse onderzoeksbudgetten ten behoeve van de agrarische sector te oormerken voor onderzoek ten behoeve van de biologische sector,",2013,1,1,2,1,1,1,1
4582a97f-3c56-448a-b06e-15d90809dc36,"Motie Ouwehand over uitbreiding van het onderzoek met gevolgen voor duurzame energie gehoord de beraadslaging, constaterende dat momenteel onderzoek wordt uitgevoerd naar de risico’s van boringen naar schalie- en steenkoolgas in Nederland; van mening dat schalie- en steenkoolgaswinning in Nederland niet ten koste mag gaan van de snelheid of effectiviteit van de transitie naar duurzame energie; verzoekt de regering, het lopende onderzoek naar de risico’s van boringen naar schalie- en steenkoolgas in Nederland uit te breiden met de invloed van de winning van schalie- en steenkoolgas op de transitie naar duurzame energie,",2013,1,1,2,1,1,1,1
c99341d4-9128-423e-956b-dc74aac8ed11,"Motie van het lid Geurts over het zo samenstellen van pakketten dat er geen landbouwgrond uit productie wordt genomen gehoord de beraadslaging, constaterende dat er tien verschillende opties worden aangereikt die aangemerkt kunnen worden als ecologische aandachtsgebieden; constaterende dat voorkomen moet worden dat landbouwgrond braak moet worden gelegd; verzoekt de regering om, equivalente pakketten zo samen te stellen dat er geen landbouwgrond uit productie hoeft te worden genomen,",2013,2,1,1,1,2,1,2
9bc07ab5-863c-4759-8fda-1bf74bd965cd,"Motie van het lid De Graaf over beëindigen van de bijdrage aan en de samenwerking met IPCC gehoord de beraadslaging, constaterende dat tijdens de VN-klimaattop te Warschau gewerkt zal worden aan plannen om de menselijke CO2-uitstoot verregaand terug te dringen; overwegende dat maatregelen gericht op het terugdringen van menselijke CO2-uitstoot 30 tot 50 keer meer kosten dan aanpassing aan klimaatverandering; overwegende dat het maken van afspraken over de vermindering van menselijke CO2-uitstoot, zonder dat er bewijs bestaat voor opwarming van de atmosfeer als gevolg van menselijk handelen, onzinnig is; verzoekt de regering, niet deel te nemen aan de VN-klimaattop te Warschau; verzoekt de regering tevens, de Nederlandse bijdrage aan en de samenwerking met het IPCC te beëindigen,",2013,4,1,3,1,1,1,2
77096ed0-eed2-42be-b8d0-b336f083c89b,"Motie Klaver over overleg met de Kamer over herbicideresistente gewassen gehoord de beraadslaging, overwegende dat er op dit moment voor tientallen verschillende herbicideresistente genetisch gemanipuleerde gewassen toelating wordt gevraagd tot de Europese markt; overwegende dat dergelijke gewassen, ook als zij door de EFSA als veilig worden beschouwd, tot gevolg kunnen hebben dat er meer gif wordt gebruikt in de landbouw; overwegende dat toelating van gentech-gewassen leidt tot hogere kosten van zaaigoed en bestrijdingsmiddelen voor boeren; overwegende dat Nederland in de Raad van de Europese Unie moet stemmen over het voorstel tot toelaten van genetisch gemanipuleerde gewassen; verzoekt de regering, met de Kamer te overleggen alvorens in te stemmen met de toelating van herbicideresistente gewassen,",2013,3,1,2,1,3,1,1
3dfad791-880c-45e0-91ea-588573a63142,"Motie van het lid Ouwehand over bestrijdingsmiddelen in ecologische aandachtsgebieden gehoord de beraadslaging, constaterende dat het inrichten of behouden van ecologische aandachtsgebieden een van de mogelijkheden is om in aanmerking te komen voor de vergroeningspremie; van mening dat de ecologische functie van deze aandachtsgebieden voorop dient te staan; verzoekt de regering, het gebruik van mest en bestrijdingsmiddelen in ecologische aandachtsgebieden uit te sluiten,",2013,2,1,1,1,4,1,1
9434367d-5a46-458c-94bb-9123ca21c339,"Motie van de leden Van Gerven en Ouwehand over het niet verkopen van neonicotinoïden en fipronil aan particulieren gehoord de beraadslaging, verzoekt de regering, met het oog op de bijensterfte, er zo spoedig mogelijk zorg voor te dragen dat er in Nederland geen neonicotinoïden en fipronil meer verkocht kunnen worden aan particulieren,",2013,1,1,2,1,3,2,1
7d1fea66-5bd9-46bb-9250-d55407284dc9,"Motie van de leden Van Veldhoven en Van Tongeren over de export van elektronica gehoord de beraadslaging, constaterende dat er slecht zicht is op internationale illegale afvalstromen, met name op illegale export van elektronica; overwegende dat er bij export van elektronica slecht zicht is op het onderscheid tussen afval en producten bedoeld voor hergebruik; constaterende dat veel elektronica wordt geëxporteerd door niet-gecertificeerde handelaren en inzamelaars; verzoekt de regering, in Europees verband het initiatief te nemen tot ontwikkeling van regelgeving waarbij export van elektronische producten alleen toegestaan is door gecertificeerde handelaren; verzoekt de regering tevens, het initiatief te nemen in het ontwikkelen van Europese regelgeving die voorziet in beter toezicht op export van elektronica, waarbij vooral beter toezicht is op het onderscheid tussen elektronisch afval en elektronische producten voor hergebruik, teneinde de illegale dumping van elektronisch afval een halt toe te roepen,",2013,1,1,1,1,2,1,1
