bloc,subject,count
Left,interpretatie,2
Left,wadden,1
Left,werelderfgoed,1
Left,prioriteringskader,1
Left,flexibilisering,1
Left,klimaatakkoordcommitment,1
Left,bouwproject,1
Left,stikstofprobleem,3
Left,stiktofruimte,2
Left,ekvbeleid,1
Left,motie-teunissen/van,1
Left,deltacommissaris,1
Left,aanvulling,2
Left,energiesyste,2
Left,gebiedsplann,1
Left,voedselprijs,2
Left,auto,1
Left,coalitiepartij,5
Left,provinciewet,2
Left,belangentegenstelling,1
Left,uiterlijk,1
Left,overshoot,2
Left,uitstoter,1
Left,maatwerkafspraak,1
Left,expertteam,1
Left,wetenschappelijke,1
Left,noodfonds,3
Left,insectensterfte,2
Left,vormen,1
Left,afbouwpad,1
Left,systeemtransitie,1
Left,energiebesparingskan,1
Left,energiebesparingsverplichting,1
Left,graadtrajecte,1
Left,ipbes,1
Left,achteruitgang,2
Left,stikstofeffecten,1
Left,verkeer,2
Left,klimaattransitie,4
Left,personeel,1
Left,opgav,1
Left,caseilanden,1
Left,maatschappij,2
Left,besteding,2
Left,klimaatadaptatie-inspanningen,1
Left,klimaatadaptatieinspanning,1
Left,centraal,4
Left,referendum,1
Left,ervaring,2
Left,burgerfora,1
Left,eurostar,2
Left,zeehaven,1
Left,vervoerstroom,1
Left,ienw,1
Left,scenario,2
Left,beeld,5
Left,zzsemissie,1
Left,jager,1
Left,wolf,1
Left,afdeling,1
Left,escalatiemechanisme,1
Left,megaton,2
Left,huurwoning,1
Left,rijksgebouw,1
Left,ledverlichting,1
Left,eurocommissaris,1
Left,kwetsbaarhed,1
Left,toetsing,1
Left,variabe,1
Left,isolatiebedrijf,1
Left,verblijfplaats,1
Left,warmtepompen,1
Left,tekortkoming,1
Left,belasting,4
Left,p.o./vo,1
Left,landbouwareaal,1
Left,energiesteun,1
Left,behandeling,2
Left,obstakel,2
Left,toegang,1
Left,fgu-net,1
Left,koolstofbudget,1
Left,vleesverwerker,1
Left,ordening,4
Left,verpakkingsverordening,1
Left,producentenorganisatie,1
Left,resultaat,6
Left,tegenstem,1
Left,klimaatraad,1
Left,europa,18
Left,broeikasgassenreductie,1
Left,optelsom,1
Left,technologieën,1
Left,lozingsvergunning,1
Left,voedselzekerheid,1
Left,kwestie,2
Left,volksgezondheid,1
Left,nulmeting,1
Left,hoogte,1
Left,variatie,1
Left,buur,1
Left,m.e.r.,1
Left,overzicht,1
Left,ruwijzer,1
Left,verduurzamingssubsidies,1
Left,methodiek,1
Left,baat,1
Left,kader,2
Left,mestfraude,2
Left,rijksdienst,1
Left,mestcrisis,2
Left,recordaantal,2
Left,hulpbronn,1
Left,politicus,2
Left,voedselkeuzes,1
Left,businesscase,2
Left,regelgeving,1
Left,kabinetsreactie,1
Left,milieu,1
Left,maatregelenpakket,1
Left,deltafonds,2
Left,oproep,4
Left,raamwerk,1
Left,klimaatfinancieringsbijdrage,1
Left,randvoorwaran,1
Left,financieringsmechanismen,2
Left,koers,1
Left,analyse,4
Left,beprijzingstekort,1
Left,bedrijfsmodel,4
Left,ets-prijs,1
Left,oversubsidie,1
Left,kostencompensatie,1
Left,ekvinstrumentarium,1
Left,verduurzamingsplann,1
Left,afhankelijkhed,2
Left,china,3
Left,windtechnologie,1
Left,sociaal,1
Left,intergovernmental,1
Left,eilandstat,1
Left,eiland,5
Left,cas-landen,1
Left,ondergren,2
Left,gebiedsfondsen,1
Left,afbouw,3
Left,decarbonisatiepakket,1
Left,csddd,1
Left,draghi,4
Left,glas,1
Left,tender,2
Left,beleidsmaatregel,1
Left,mestmarkt,1
Left,opgaf,1
Left,bedrijvigheid,1
Left,nederlands,1
Left,desinformatie,2
Left,deal,5
Left,huurcommissie,1
Left,bezwaar,1
Left,edna,2
Left,klimaattransitieplannen,1
Left,-van,1
Left,verbetertraject,1
Left,out-of-the-boxoplossingen,1
Left,camping,1
Left,recreatieondernemer,1
Left,oxfam,1
Left,toerismesector,2
Left,warmtegemeenschappen,1
Left,reclameverbod,1
Left,klimaatwetenschap,1
Left,grasland,2
Left,onderneming,3
Left,ondernemer,3
Left,marktomstandigheid,1
Left,gasboring,1
Left,vraagverplichting,1
Left,driekwart,1
Left,afschaffing,1
Left,energiedeling,1
Left,inwoner,1
Left,productvor,1
Left,heer,69
Left,toekomstbeeld,1
Left,bevolking,1
Left,feitenlijst,1
Left,collega,6
Left,christenunie,2
Left,mevrouw,22
Left,rendementseis,1
Left,verkeersongelukken,1
Left,cote,1
Left,pvda,10
Left,initiatiefnemer,4
Left,debat,11
Left,groninger,3
Left,klimaatverdrag,1
Left,standpunt,1
Left,duurzaamheidshoofdstuk,4
Left,walvisjacht,1
Left,rundveehouderij,1
Left,kraan,1
Left,spouwmuurisolatie,1
Left,bedoeling,1
Left,lead,1
Left,jongerenorganisatie,1
Left,arbeidmarkt,1
Left,crisis,4
Left,onderwijsinspectie,1
Left,makelaar,1
Left,koper,1
Left,premier,10
Left,argument,2
Left,allerarmst,2
Left,liefdesbrief,1
Left,broeikasgasrapportage,3
Left,klimaatmodel,1
Left,conferentie,1
Left,planeet,5
Left,bosbrand,1
Left,ecosystemen,2
Left,koraalrif,1
Left,voorkómen,1
Left,solidariteit,1
Left,uitstootniveau,1
Left,herkomst,1
Left,fractie,16
Left,residu,1
Left,rechtenstelsel,1
Left,groenlinks,37
Left,kabinet-rutte,1
Left,fosfaatreductieplan,1
Left,vrager,1
Left,prognose,1
Left,sluiting,3
Left,veeindustrie,1
Left,bewindsperso,1
Left,klimaatscepticus,1
Left,bericht,5
Left,ambitiemechanisme,1
Left,tweede,2
Left,natuurnetwerk,3
Left,verankering,2
Left,ambtenaar,1
Left,indicator,3
Left,handel,5
Left,dieren,2
Left,ceta,3
Left,canada,3
Left,vrijhandelsverdragen,1
Left,duurzaamheidshoofdstukk,3
Left,investment,1
Left,vakbond,1
Left,kabinett,2
Left,strijd,2
Left,baan,5
Left,energiekost,1
Left,energieadvies,1
Left,hulp,2
Left,nieuws,5
Left,trump,1
Left,klimaatontkenner,1
Left,californië,1
Left,verklaring,3
Left,verhaal,2
Left,klimaatafsprak,1
Left,parijsakkoord,2
Left,fonds,5
Left,klimaatovereenkomst,3
Left,schaduw,1
Left,kyotoprotocol,2
Left,evenwicht,1
Left,onderhandelaar,1
Left,klimaatopwarming,1
Left,afbraak,1
Left,klimaatraamwerkverdrag,1
Left,klimaatprobleem,6
Left,hand,2
Left,formateur,1
Left,cijfer,4
Left,energiegebruik,1
Left,verdragstekst,1
Left,duurzaamheidsbepaling,1
Left,handelsakkoorid,1
Left,politiek,2
Left,risicobeoordeling,1
Left,weging,1
Left,opvatting,2
Left,bodem,5
Left,correlatie,1
Left,hittegolf,1
Left,steenkool,1
Left,co-uitstoot,22
Left,energieconsumptie,2
Left,rechtzaak,1
Left,mechanisme,2
Left,opvolger,1
Left,aanname,1
Left,onderwijs,1
Left,exxonmobil,1
Left,taboe,2
Left,stikstofoxides,1
Left,ammoniakuitstoot,1
Left,afdwingbaar,1
Left,japan,3
Left,wereldhandel,1
Left,sleutelwoord,1
Left,tekst,1
Left,vergroting,1
Left,zorgaanbieder,1
Left,belastingvrijstelling,1
Left,moratorium,1
Left,gevaar,1
Left,bloedwaarad,1
Left,knelpunt,2
Left,hart,1
Left,klimaatdoorrekening,1
Left,voornemen,1
Left,misverstand,1
Left,bepaling,1
Left,zeebodem,1
Left,teken,1
Left,bedrijven,7
Left,duurzame-energiedoelstelling,1
Left,belastinggeld,1
Left,bert,1
Left,opbouw,1
Left,standaard,1
Left,huis,3
Left,levensduur,1
Left,hetzelfde,1
Left,advertentie,1
Left,klimaatwetenschapper,5
Left,energiemix,3
Left,ondernemingszin,1
Left,unido,1
Left,turbine,1
Left,atmosfeer,1
Left,drieslag,2
Left,armoede,1
Left,pleidooi,4
Left,onderzoeksbureau,1
Left,miljard,4
Left,slag,1
Left,fijnstofuitstoot,2
Left,subsidiëring,1
Left,scheiding,1
Left,samenleving,5
Left,concurrent,1
Left,inkomenshoofdstuk,1
Left,doelbestemming,1
Left,zwaartepunt,1
Left,verbazing,1
Left,sde+-subsidie,1
Left,gewaarwording,1
Left,vleestaks,1
Left,veroorzaker,2
Left,woord,6
Left,stikstofbelasting,1
Left,levensmiddelenindustrie,1
Left,deskundigen,1
Left,compendium,1
Left,besef,1
Left,couplet,1
Left,wilhelmus,1
Left,begrip,3
Left,duurzaamheidsopdracht,1
Left,onderwerp,6
Left,idee,5
Left,huishouden,1
Left,herstel,3
Left,particuli,1
Left,anwb,1
Left,earth,1
Left,leaserijder,1
Left,overconsumptie,1
Left,gebrek,1
Left,gevoel,1
Left,denktank,1
Left,vakmens,1
Left,weerfenomeen,1
Left,cdafractie,1
Left,departement,1
Left,verdiencapaciteit,1
Left,post,1
Left,opperkomkommer,1
Left,dictum,1
Left,g20-leden,1
Left,co-emissie,1
Left,verstrengeling,1
Left,stelling,2
Left,inbreng,1
Left,biogas,1
Left,overstappen,2
Left,kiezer,2
Left,marktordening,1
Left,offshorewindenergie,1
Left,omschakeling,1
Left,kant,2
Left,belegger,1
Left,donororgaan,1
Left,aardappelteelt,1
Left,weidemelk,1
Left,schok,1
Left,kaart,1
Left,rapportageverplichting,1
Left,nett,1
Left,verband,3
Left,netwerk,1
Left,verkoopruzie,1
Left,hoorzitting,1
Left,uitstel,1
Left,term,2
Left,ingenieur,1
Left,vvdfractie,1
Left,productieproces,1
Left,overall,2
Left,bedrijfstak,1
Left,voedselvoorziening,1
Left,betoog,1
Left,benzine,1
Left,eerlijkheid,1
Left,vee-industrie,1
Left,meningsverschil,1
Left,bereikbaarheid,1
Left,artikel,2
Left,energieopwekking,1
Left,hoop,2
Left,meter,1
Left,werkdruk,1
Left,begroting,6
Left,belastinginning,1
Left,stikstoffabriek,2
Left,noorderburen,1
Left,schijnduurzaamheid,1
Left,benadering,1
Left,conclusie,3
Left,inkrimping,1
Left,instrument,3
Left,afval,1
Left,woordvoerder,2
Left,invloed,3
Left,rioolheffing,1
Left,sigrid,1
Left,james,1
Left,afweging,2
Left,kwestie-groningen,1
Left,betaalbaarheid,2
Left,miljardendeal,1
Left,versterking,2
Left,tussenoplossing,2
Left,belastingontwijking,1
Left,gebeurtenis,1
Left,marktwerking,1
Left,rivier,1
Left,oorzaken,1
Left,vork,1
Left,gepolder,1
Left,beslissing,2
Left,kern,2
Left,licht,1
Left,langetermijnplann,1
Left,paperclips,1
Left,bewindsman,1
Left,blik,3
Left,miljoenennota,1
Left,boodschap,1
Left,welvaartsbate,1
Left,rentmeesterschap,1
Left,ontkoppeling,1
Left,conversie,1
Left,winningshoeveelheid,1
Left,zonde,1
Left,koning,2
Left,jeugd,1
Left,kortetermijnbelangen,1
Left,omarming,1
Left,buma,1
Left,verjaardagstaart,1
Left,ouder,1
Left,ontwikkelsessie,1
Left,voedselconsumptie,1
Left,greenpeace,2
Left,waterpeil,1
Left,duurzaamheidswerkgroeep,1
Left,biodiversiteitsrapportage,1
Left,sluis,1
Left,geloofwaardigheid,1
Left,grondoorzaak,2
Left,vonnis,3
Left,oud-kroonlid,1
Left,"1,5c-wereld",1
Left,uranium,1
Left,brief,1
Left,gebruiker,1
Left,mening,2
Left,antwoord,2
Left,duurzaamheidsrisico,1
Left,energiereuzen,1
Left,uitstootcijfer,1
Left,kapitaal,1
Left,raffinaderij,1
Left,grootverbruikers,1
Left,teruggave,1
Left,fiftyfiftyverdeling,2
Left,toeslag,1
Left,particulieer,1
Left,ode-regeling,1
Left,behandelvoorbehoud,1
Left,corsia,1
Left,invoerder,1
Left,point,1
Left,mededog,1
Left,budgetbenadering,1
Left,reductiedoel,1
Left,wachten,2
Left,klimaatrisico,1
Left,facet,1
Left,motie-thieme/klaver,2
Left,regime,1
Left,politici,1
Left,onbehagen,1
Left,gast,1
Left,neus,1
Left,kamercommissie,1
Left,kringlooplandbouw,1
Left,voedselproductiesystemen,1
Left,zelfregulering,1
Left,issue,2
Left,rijksweg,1
Left,luchtkwaliteitseias,1
Left,lucht,1
Left,vliegverkeer,1
Left,energierekeninag,1
Left,maat,1
Left,coalitiefractie,1
Left,totaalaantal,1
Left,vrees,1
Left,pelletkachel,1
Left,houtkorrel,1
Left,subsidieverlening,1
Left,geothermie,2
Left,weigering,1
Left,stand,2
Left,energiewende,1
Left,energiekorting,1
Left,drammer,1
Left,coheffing,1
Left,vrijblijvendheid,1
Left,co2-wet,1
Left,italië,1
Left,pulsvisserij,1
Left,wereldvoedselvoorziening,1
Left,geluidsoverlast,1
Left,constatering,1
Left,natuurverkenning,1
Left,voedselveiligheid,1
Left,wereldwijd,1
Left,cdaminister,1
Left,koffie,1
Left,biodiversiteitsverlies,3
Left,prestatie-indicatoren,1
Left,deltaplan,1
Left,overtreding,1
Left,appartementencomplexen,1
Left,marktprijs,1
Left,woningnood,2
Left,duurzaamheidslabel,1
Left,sodm,1
Left,funderingsproblematiek,1
Left,hoofdstuk,1
Left,ets-systeem,1
Left,deltaplann,1
Left,verandering,3
Left,corporatie,1
Left,handelsbeleid,1
Left,grondwet,1
Left,jaart,1
Left,biokerosine,1
Left,cascaderingsladder,1
Left,duurzaamheidsregel,1
Left,onverantwoord,1
Left,bewoners,1
Left,depositie,1
Left,relatie,1
Left,opdracht,1
Left,zoektocht,1
Left,klimaatproblemen,1
Left,noodklok,1
Left,indiener,3
Left,industrialisatie,1
Left,vliegwiel,1
Left,zorgen,1
Left,pvvfractie,1
Left,bezorgdheid,1
Left,verkenning,1
Left,afkomst,1
Left,toestemming,1
Left,temperatuurstijging,1
Left,hekkensluiter,1
Left,moeite,1
Left,grootvervuiler,1
Left,broeikasgasvoetafdruk,3
Left,ipcc-rapport,1
Left,churchill,1
Left,stapeling,2
Left,taskforce,1
Left,natuurherstel,2
Left,file,1
Left,einde,2
Left,mercosur,1
Left,temperaturen,1
Left,problematiek,2
Left,beleidsafzwakking,1
Left,neetenzijbenadering,1
Left,ingreep,1
Left,excuus,2
Left,uitholling,1
Left,duurzaamheidsproblem,1
Left,schuld,1
Left,olifant,1
Left,co-grensheffing,1
Left,redenering,2
Left,gedachte,2
Left,mededogen,1
Left,beginsel,1
Left,stikstofdebat,1
Left,vaartocht,1
Left,stiktofdiscussie,1
Left,druk,1
Left,aanval,1
Left,milieubeleid,1
Left,uitroeiing,1
Left,vliegveld,2
Left,compliment,1
Left,accu,1
Left,no-uitstoot,1
Left,software-update,1
Left,maatstaf,1
Left,soortenrijkdom,1
Left,muskusratt,1
Left,remkes,2
Left,zorgverleners,1
Left,winstmodel,1
Left,bewindspersonen,1
Left,duurzaamheidsdoel,1
Left,cofinanciering,1
Left,varken,1
Left,megakippenbedrijf,1
Left,overstroming,1
Left,dank,1
Left,vliegbelasting,1
Left,cominimumprijs,1
Left,lastenverschuiving,1
Left,commandant,1
Left,buitenlands,1
Left,ammoniak,1
Left,grevelingen,1
Left,jongetje,1
Left,biodiversiteitsverdrag,1
Left,bestuurder,1
Left,noach,1
Left,eurozone,1
Left,biomassasysteem,1
Left,unilever,1
Left,papier,1
Left,daad,1
Left,ecbvoorvrouw,1
Left,beschikking,3
Left,kostenefficiëntie,1
Left,landbouwplannen,1
Left,luchtvaartplanan,1
Left,verzameling,1
Left,biomassabeleid,1
Left,klimaatminister,3
Left,verzet,1
Left,leiderschap,1
Left,nobelprijswinnaar,1
Left,publicatie,1
Left,2000-gebied,1
Left,exportkredietverzekering,1
Left,noorden,1
Left,varkenslappen,1
Left,grondgebied,1
Left,strategie,1
Left,klimaatboekhouding,1
Left,d66-woordvoerder,1
Left,bewijs,1
Left,seradvies,1
Left,appreciatie,1
Left,versnellingsmogelijkheden,1
Left,consistentie,1
Left,exploitant,1
Left,stelsel,1
Left,volk,1
Left,moord,1
Left,amazone,1
Left,klip-en-klaar,1
Left,begin,2
Left,natuurbeschermers,1
Left,productieplafond,1
Left,kaartenhuis,1
Left,weerbaarheid,1
Left,natuurorganisatie,2
Left,meststoffenbeleid,1
Left,sicco,1
Left,natuurbeschermer,2
Left,fixatie,1
Left,werk,1
Left,acties,1
Left,herbezinning,1
Left,samenvatting,2
Left,regelmaat,2
Left,bevestiging,2
Left,realisatiecijfer,2
Left,klimaatakkoorddoel,2
Left,landbouwtrekkers,1
Left,bouwmachine,1
Left,tweegradennorm,1
Left,behoud,2
Left,leerkracht,1
Left,medewerker,1
Left,kweekvlees,1
Left,spronge,1
Left,siervuurwerk,1
Left,bodemkwaliteit,1
Left,belg,1
Left,co-uitstootvoor,1
Left,partnerschapsovereenkomst,1
Left,landbouwsysteem,1
Left,aardolieproduct,1
Left,impactanalyse,1
Left,plannet,1
Left,slachthuis,1
Left,inkt,1
Left,green,4
Left,migratiemanagement,1
Left,lerarentekort,2
Left,exploitanten,1
Left,cumulatie,1
Left,wijze,2
Left,verwarming,1
Left,stoel,1
Left,lobbyisat,1
Left,warmtepomp,2
Left,verwarmingsbron,1
Left,biodiversiteitscrisis,3
Left,stikstofoverschot,2
Left,uitkomst,2
Left,heleboel,1
Left,commissie-remkes,3
Left,compensatiewetgeving,1
Left,moment,1
Left,belastingconcurrentie,1
Left,verdroging,2
Left,fundament,2
Left,inkomenssteun,1
Left,perspectief,2
Left,nadruk,1
Left,vvd'ers,1
Left,aanvullingswet,2
Left,veevoer,2
Left,krediet,1
Left,steunpakketten,2
Left,langetermijninvestering,1
Left,pensioendeelnemer,1
Left,bewindsperson,1
Left,varkenshouder,1
Left,verhuurderheffing,1
Left,rataplanne,1
Left,paragraaf,1
Left,verslaggever,1
Left,corona,3
Left,klimaatgeneratie,1
Left,zweden,1
Left,klimaatplann,1
Left,coronabesmettingen,1
Left,bouwvakker,1
Left,erelid,1
Left,coronacrisis,2
Left,verdienmodel,2
Left,troonrede,1
Left,covidcrisis,1
Left,partijgenot,1
Left,slavink,1
Left,spijker,1
Left,tonn,1
Left,farm,1
Left,doorgaan,1
Left,migratiebeleid,1
Left,tuinbouw,1
Left,buitenland,1
Left,ballon,1
Left,ellende,1
Left,praktijkless,1
Left,kalkoen,1
Left,boerenbedrijf,2
Left,bovenlaag,1
Left,stiktofbeleid,2
Left,ecorys,1
Left,vastlegging,1
Left,jurist,1
Left,stikstofuitstoter,1
Left,dijk,1
Left,positieflijst,1
Left,halvering,1
Left,groenlinks-fractie,1
Left,certificat,2
Left,minachting,1
Left,kernvraag,1
Left,trends,1
Left,drenthen,1
Left,mensenhandel,1
Left,knmi,1
Left,voorganger,1
Left,kolencentrales,1
Left,overcompensatie,1
Left,klimaatverhaal,1
Left,voorspelling,2
Left,verhuizing,1
Left,vn-secretaris-generaal,1
Left,finland,1
Left,herhaling,1
Left,democratie,1
Left,dierenleed,1
Left,klimaatvervuiling,1
Left,verwachting,1
Left,res'en,1
Left,energielevering,1
Left,duurzame-energietransitie,1
Left,bodemprijs,1
Left,landbouwsubsidie,1
Left,koppeling,1
Left,circulariteit,2
Left,park,1
Left,ruimtebeslag,1
Left,stichting,1
Left,aquacultuur,1
Left,implementatie,1
Left,energiebedrijven,1
Left,gascentrale,1
Left,prachtkans,1
Left,code,1
Left,kabinetten-rutte,1
Left,stikstofplannen,1
Left,incident,1
Left,klimaatberaad,1
Left,grootouder,1
Left,zomer,1
Left,adempauze,1
Left,problemen,1
Left,crises,1
Left,kracht,1
Left,pineut,1
Left,vrijhandelsverdrag,1
Left,passage,1
Left,duurzaamheidsparagra,2
Left,duurzaamheidsstandaard,1
Left,stikstofvervuiling,3
Left,antiklimaatuitgaven,1
Left,nonfictiegedeelte,1
Left,fictiegedeelte,1
Left,voedseltransitie,1
Left,hervorming,1
Left,leven,5
Left,straat,1
Left,randvoorwaarde,1
Left,zaak,2
Left,populist,1
Left,plezier,1
Left,bijstandsuitkering,1
Left,zorgkost,1
Left,verbeeldingskracht,1
Left,co-reductie,1
Left,plicht,1
Left,agentschap,1
Left,overheidssteun,1
Left,reductieplicht,1
Left,klimaatbeweging,1
Left,belastingplan,1
Left,terrein,1
Left,werkgever,3
Left,uurloon,1
Left,corona-interventies,1
Left,naam,1
Left,overschot,1
Left,stagetekort,1
Left,soja,1
Left,adaptatie,1
Left,delta,1
Left,klimaatdoelen,1
Left,meneer,1
Left,soorten,1
Left,ecologie,1
Left,roep,1
Left,onrust,2
Left,onderhandelingsspel,1
Left,cobelasting,1
Left,doodzonde,1
Left,gvo-systeem,1
Left,inflatie,1
Left,energiepolitiek,1
Left,domein,1
Left,datacentrum,1
Left,basisbeur,1
Left,oppositie,2
Left,scepsis,1
Left,nota,2
Left,graad,2
Left,compromis,1
Left,trein,2
Left,leer,1
Left,omwonend,1
Left,limburg,1
Left,provincies,1
Left,inspraak,1
Left,lithium,1
Left,fosfaatuitstoot,3
Left,kunstmestfabriek,1
Left,industriepolitiek,1
Left,klimaatmaatrege,1
Left,opschaling,1
Left,oorlog,3
Left,vluchteling,1
Left,zon-,1
Left,lijnrecht,1
Left,schaakgrootmeester,1
Left,poetin,1
Left,sanctie,1
Left,energieafhankelijkheid,1
Left,pandjesbas,1
Left,zelensky,1
Left,kier,1
Left,biodiversiteitsdoeol,1
Left,hongersnood,1
Left,woningbouwfonds,1
Left,clingendael,1
Left,backbone,1
Left,ironie,1
Left,bevinding,1
Left,duurzaamheidsplan,1
Left,onkruid,2
Left,indicatoar,1
Left,aanbeveling,1
Left,natuurrampen,1
Left,reistijd,1
Left,nevenschade,2
Left,woningbouw,1
Left,pasmelder,1
Left,gezondheidsrisico,1
Left,affaire,1
Left,co-impact,1
Left,netto,1
Left,bitbelasting,1
Left,kijk,1
Left,icttechnologie,1
Left,meldpunt,1
Left,commissie,1
Left,pandemie,1
Left,laag,1
Left,energiebronnen,1
Left,sowieso,1
Left,duurzaamheidsafspraken,1
Left,d66-collega's,1
Right,partij,47
Right,burger,27
Right,regering,379
Right,motie-madlener,1
Right,concurrentiepositie,2
Right,veiling,1
Right,kernenergie,53
Right,windmolenproject,2
Right,duidelijkheid,2
Right,minister,133
Right,behoud,3
Right,ecodesign,1
Right,vertaling,2
Right,effect,14
Right,beraadslaging,174
Right,klimaatbeleid,57
Right,doorbraak,3
Right,sde-,1
Right,aandeel,14
Right,vormen,1
Right,stijging,3
Right,groene,2
Right,kabinet,186
Right,zekerheid,2
Right,energietransitie,60
Right,ontwikkeling,6
Right,relatie,7
Right,mens,89
Right,auto,8
Right,vermindering,4
Right,kostenoverschrijding,1
Right,poging,1
Right,vergunningplicht,2
Right,wijziging,5
Right,gebruik,6
Right,waterschap,1
Right,noodzaak,2
Right,bewijs,3
Right,co2-uitstoot,2
Right,argument,1
Right,bevolking,5
Right,gevoelen,1
Right,natuurherstel,7
Right,alternatief,10
Right,uitstoot,77
Right,spraak,37
Right,economie,10
Right,luchthaven,2
Right,natuurgebied,3
Right,consensus,4
Right,temperatuur,3
Right,discussie,9
Right,handelen,1
Right,moeder,1
Right,ipcc-wetenschapper,1
Right,ipcc,9
Right,vn-baas,2
Right,teri,1
Right,pachauri,1
Right,euro,1
Right,natuurbeschermingswet,2
Right,gevolg,10
Right,klimaatscepticus,1
Right,staatsbosbeheer,6
Right,gemeenschapsvoorzieningen,1
Right,verkoopprijs,1
Right,grondwaarde,1
Right,klimaatwetenschap,2
Right,onduidelijkheid,2
Right,kwart,1
Right,woningmarkt,3
Right,uitwerking,1
Right,verkoop,2
Right,natura,1
Right,natuur,29
Right,aanleg,1
Right,dijk,1
Right,waterdunen,2
Right,verzilting,1
Right,ontpolderingsproject,1
Right,hectare,2
Right,kwaliteit,3
Right,werkwijze,1
Right,staat,14
Right,pachter,1
Right,organisatie,1
Right,doorlevering,1
Right,richtlijn,8
Right,klimaattopp,1
Right,kost,34
Right,natuurwaard,4
Right,agrariër,3
Right,sector,19
Right,baat,4
Right,huishoudens,17
Right,uitvoering,10
Right,beheer,2
Right,fusie,1
Right,vorm,5
Right,polderlandschap,1
Right,pakket,2
Right,markt,6
Right,nadruk,2
Right,ondernemer,11
Right,evaluatie,1
Right,klimaat,37
Right,toename,7
Right,staatssecretaris,21
Right,regeerakkoord,5
Right,consument,2
Right,miljard,8
Right,stimuleringsmaatregelen,1
Right,maatregel,26
Right,bedrijf,46
Right,dier,1
Right,verantwoordelijk,1
Right,investering,15
Right,termijn,2
Right,eneco,3
Right,zwijggeldpraktij,1
Right,overschot,2
Right,energieproductie,2
Right,uitgave,1
Right,klankbordgroep,1
Right,gehalte,1
Right,mensheid,2
Right,omwonend,2
Right,energieakkoord,11
Right,groeipad,1
Right,onderzoek,5
Right,klimaatuitgaven,1
Right,grond,5
Right,belastingbetaler,3
Right,nieuwbouw,1
Right,vrijstelling,4
Right,lastenverzwaring,1
Right,wetsvoorstel,10
Right,klimaatpropaganda,1
Right,klimaatagenda,1
Right,kabinetsbeleid,1
Right,eurocommissaris,3
Right,energie,63
Right,aangelegenheid,1
Right,programmatische,1
Right,gezag,2
Right,schade,2
Right,boer,35
Right,verschil,4
Right,verdringingseffect,1
Right,omvang,3
Right,nettowerkgelegenheidseffecte,1
Right,kosten-batenanalyse,1
Right,plaats,1
Right,windmolen,8
Right,energielabel,4
Right,invoering,1
Right,inwoner,5
Right,precisielandbouw,1
Right,techniek,8
Right,toetsingscommissie,1
Right,energiebeleid,2
Right,klimaatakkoord,18
Right,opgave,4
Right,betrokkenheid,5
Right,mogelijkheid,8
Right,planbureau,12
Right,draagkracht,1
Right,beleid,11
Right,energievraagstuk,1
Right,speelveld,1
Right,biobrandstof,4
Right,volumedoelstelling,1
Right,concurrentie,2
Right,eu-ets,1
Right,ecorys,2
Right,ministerie,9
Right,consequenties-zijn,1
Right,activiteit,2
Right,opwarming,5
Right,baan,11
Right,verenigde,2
Right,meerkost,1
Right,overzicht,2
Right,verplichting,5
Right,melkveehouder,1
Right,fosfaatrecht,1
Right,inzicht,6
Right,regeringm,1
Right,energierekening,59
Right,uitverkoop,1
Right,biokerosine,1
Right,opschaling,1
Right,norm,6
Right,duurzaamheidseis,2
Right,afschaffing,3
Right,shell,4
Right,woz-waarde,1
Right,windmolenpark,1
Right,algemene,3
Right,windmolenparken,1
Right,thorium,1
Right,heffingskorting,2
Right,miljoen,12
Right,aardbevingendrama,1
Right,klimaatgekte,3
Right,premier,6
Right,rijk,3
Right,overheid,23
Right,financieringsinstrumentarium,1
Right,vraag,35
Right,aantal,19
Right,uitfasering,1
Right,werkgelegenheid,3
Right,stikstofuitstoot,26
Right,stikstofregel,2
Right,provincie,12
Right,woondossier,1
Right,prijs,6
Right,beschikbaarheid,2
Right,europese,13
Right,velmethode,1
Right,energieprestatie,1
Right,versterking,2
Right,stikstofbeleid,5
Right,onduidelijkhed,1
Right,expert,2
Right,gemeente,22
Right,energie-infrastructuur,4
Right,wijk,2
Right,rekenkamer,1
Right,twijfel,1
Right,vergroening,2
Right,productie,8
Right,industrie,16
Right,visserij,3
Right,versnippering,1
Right,transitie,23
Right,natuurorganisatie,2
Right,sleutel,1
Right,boerenland,1
Right,oprichting,1
Right,bedrag,4
Right,emissieautoriteit,2
Right,amsterdam,1
Right,woningtekort,1
Right,gewasbescherming,1
Right,polarisatie,2
Right,coalitie,4
Right,criterium,1
Right,contract,2
Right,informatie,1
Right,batterijcheck,1
Right,windturbine,6
Right,verzwaring,1
Right,windmolenpar,2
Right,dubbeldoellocaties,1
Right,potentie,2
Right,ammoniak,2
Right,energiebedrijf,3
Right,kritiek,2
Right,pasmelder,2
Right,rechter,8
Right,vergunning,3
Right,kennis,4
Right,opwekking,1
Right,48%-doelstelling,1
Right,invulling,3
Right,energieprijs,12
Right,voedselprijs,1
Right,landgebruik,3
Right,zorg,9
Right,glastuinbouw,2
Right,woningeigenar,1
Right,welkom,2
Right,maatschappij,3
Right,energieleverancier,2
Right,gasterra,1
Right,stikstofmaatrege,2
Right,energiezekerheid,1
Right,nationaal,2
Right,aanbod,1
